full_site_address,Latitude,Longitude,car_wash_name,distance_from_nearest_walmart,count_of_walmart_5miles
"I-91 Express Wash , 168 Bridge St , East Windsor , CT , 6088",41.9312928,-72.606885,Optimo Car Wash,0.821181797174481,1
"In and Out , 1430 N U.S. Hwy 41 , Ruskin , FL , 33570",27.7311395,-82.4344133,In & Out Express Carwash,,0
"In-N-Out Car Wash , 12883 US-68 , Kenton , OH , 43326",40.6332275,-83.6155622,IN-N-OUT Car Wash,2.34905743743333,1
"Indian Harbour , 600 E Eau Gallie Blvd , Indian Harbour , FL , 32937",28.1389437,-80.5905792,Caliber Car Wash,,0
"JC AUTO WASH , 701 S Dewey St , North Platte , NE , 69101",41.127653,-100.762632,J C's Autowash & Quick Lube,0.532470260987247,1
"JJ Express Car Wash , 2185 US-70 , Thatcher , AZ , 85552",32.8380212,-109.7363483,J J Express Car Wash,0.502032135712164,1
"JJ's Car Wash Dickinson , 404 FM 517 W , Dickinson , TX , 77539",29.4452705,-95.0838394,JJ’s Car Wash - Dickinson,1.74958698735663,2
"JJ's Car Wash Friendswood , 2221 W Parkwood Ave , Friendswood , TX , 77546",29.4855535,-95.2153615,"JJ's Car Wash - Friendswood, TX",4.32409462452878,2
"Jallo - Land O Lakes , 15474 State Rd 52 , Land O' Lakes , FL , 34638",28.330187,-82.5597081,Links Car Wash,,0
"Jammin Car Wash , 21356 Walmart Way , Lutz , FL , 33548",28.1769847,-82.4647521,Jammin Car Wash,0.243256711961373,1
"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",37.213749,-80.3998376,Jet Express,3.92546092173937,1
"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",35.158971,-83.392801,Jet Express Car Wash,1.5934676328011,1
"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",32.282669,-107.759936,Slash 77 Car Wash,1.14000869618726,1
"Joe's Premium Car Wash , 1905 E Robertson Blvd , Chowchilla , CA , 93610",37.126561,-120.2444694,Joe's Premium Car Wash,,0
"John's Auto Spa Nappanee , 2000 E. Market St , Nappanee , IN , 46550",41.4430698,-85.9784108,John's Auto Spa,,0
"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",40.5927909,-75.5866384,Kuhnsville Car Wash,2.7124955269939,1
"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",37.9290658,-84.5501918,bp,2.16502079894571,2
"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",38.1806517,-85.8589994,Zips Car Wash,,0
"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",37.9897787,-84.2095068,Zips Car Wash,0.177275318797522,1
"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",33.9969501,-84.5907868,Dirty Dog's Car Wash Kennesaw,2.470779982807,2
"King's Car Wash , 1116 W Corbett Ave , Swansboro , NC , 28584",34.7019676,-77.148783,King's Car Wash Express,0.204612459819899,1
"Klemm Express , 4 Mall Road , Salem , NH , 3079",42.7693178,-71.2293634,Klemm's Express CarWash,2.275472326261,1
"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",42.7693327,-71.2293089,Klemm's Express CarWash,2.275472326261,1
"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",38.218812,-85.538056,Whistle Express Car Wash,2.34387205661551,1
"Lafayette , 2142 N Main St , LaFayette , GA , 30728",34.7403079,-85.2723458,LUV Car Wash,0.400408863941906,1
"Lake Effect , 145 George St , Oswego , NY , 13126",43.4624732,-76.4847243,Lake Effect Car Wash,0.300182834418145,1
"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",27.9031047,-81.6223701,N/A,,0
"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",35.5832605,-80.9887544,Lakes Edge Express Wash,,0
"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",44.2553229,-85.4038692,Lakeside Autowash,2.00520298402632,1
"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",35.6210093,-105.224725,Champion Xpress Carwash,0.151588475967493,1
"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",41.4412727,-97.3205261,Legacy Express Wash,0.187999250908246,1
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",28.940437,-98.5105038,Lightning Fast Car Wash,0.208622189671372,1
"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",39.9361714,-77.667148,The Local Car Spot Company,3.34748398368784,1
"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",34.8070818,-106.7335652,Champion Xpress Carwash,1.81327924826232,1
"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",42.7332558,-71.4259764,Haffner's Gas Station and Car Wash,,0
"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",27.6139336,-99.4674955,Monkey Shine,0.394104271481546,1
"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",36.588976,-88.29729,N/A,,0
"Madison , 155 Plaza Blvd , Madison , AL , 35758",34.7099342,-86.7423193,Mach-1 Express Wash Madison,1.8002778437208,3
"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",48.2427558,-101.2970504,Magic City Car Wash,3.31954350433828,1
"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",39.227106,-83.610754,Take 5 Car Wash,0.587858931361072,1
"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",29.113887,-82.021699,Caliber Car Wash,0.334848753616688,1
"Marshalltown , 2401 S Center St , Marshalltown , IA , 50158",42.0174381,-92.9132424,Champion Xpress Carwash,0.434256444870492,1
"Maumelle - Audubon Dr , 117 Audubon Dr , Maumelle , AR , 72113",34.8516173,-92.4055153,Splash Car Wash,1.50276551194745,1
"Moby's Car Wash , 421 E Martintown Rd , North Augusta , SC , 29841",33.4957275,-81.95777,Moby's Car Wash,0.405601570082285,1
"Mojo Xpress Hopkins Center , 141 Hopkins Corner Dr , Waynesboro , GA , 30830",33.1062462,-82.0253351,Mojo's Xpress Wash,0.0938060142796895,1
"Mojo Xpress Wash , 332 South Green St , Swainsboro , GA , 30401",32.5899945,-82.3302568,MoJo's Xpress Wash,0.126671668198624,1
"Monster Car wash AZ , 6640 N Viewpoint Dr , Prescott Valley , AZ , 86315",34.6376297,-112.3364188,Monster Car Wash,3.13067375621907,1
"Monster Wash , 7020 U.S.Highway 181 N , Floresville , TX , 78114",29.2311555,-98.245306,Monster Wash,,0
"Morrilton - E Harding St , 1803 E Harding St , Morrilton , AR , 72110",35.1704143,-92.719885,Splash Car Wash,0.398539270403678,1
"Mountain Edge , 200 E Commonwealth Dr , Wytheville , VA , 24382",36.9600105,-81.0960388,Mountain Edge Express Wash,0.311908112419188,1
"Mountain Express #1 , 226 Old Chimney Rock Rd , Hendersonville , NC , 28792",35.3457861,-82.4322737,Mountain Express Car Wash,0.397699622018198,1
"Mountain Express #2 , 821 Shepherd St , Hendersonville , NC , 28792",35.2989673,-82.4359153,Mountain Express Car Wash,3.46652331676335,1
"Mr Clean Blairsville , 262 GA-515 , Blairsville , GA , 30512",34.8794923,-83.9556608,Mr. Clean Car Wash Blairsville,2.65198242315659,1
"Mr Clean Canton , 220 Riverstone Pkwy , Canton , GA , 30114",34.2440227,-84.488294,Mr. Clean Car Wash,1.74859741817999,2
"Mr Clean Dahlonega , 45 Morrison Moore Pkwy W , Dahlonega , GA , 30533",34.5257347,-83.9789743,Mr. Clean Car Wash,0.967689195244758,1
"Mr Clean DeBary , 215 N Charles Richard Beall Blvd , DeBary , FL , 32713",28.8994251,-81.3049194,Mr. Clean Car Wash,1.85030628577538,1
"Mr Clean Leesburg , 1396 W N Blvd , Leesburg , FL , 34748",28.8277769,-81.8866092,Mr. Clean Car Wash,1.28630170077275,1
"Mr Clean Loganville , 4840 Atlanta Hwy , Loganville , GA , 30052",33.8331639,-83.8811731,Mr. Clean Car Wash Loganville,1.80096435809776,1
"Mr Clean Orange Park , 890 Blanding Blvd , Orange Park , FL , 32065",30.1418889,-81.7681268,Mr. Clean Car Wash,0.339361395444174,4
"Mr Clean Oxford , 11822 US-301 , Oxford , FL , 34484",28.9285765,-82.0378868,Mr. Clean Car Wash,0.426670576536776,2
"Mr Clean Sharpsburg , 18 Bailey Station Dr , Sharpsburg , GA , 30277",33.4081197,-84.6736447,Mr. Clean Car Wash,4.16156691165609,2
"Mr D Car Wash , 525 E Sumner St , Hartford , WI , 53027",43.3168236,-88.3718484,Mr D Car Wash,1.54976344827613,1
"Mr. B's Car Wash - Sumiton , 878 Hwy 78 , Sumiton , AL , 35148",33.7450899,-87.0469626,Mr. B’s $5 Express Car Wash,0.183326432011477,1
"My Wash , 3804 S Western , Marion , IN , 46953",40.523313,-85.6753078,MyWash Car Wash,0.499338016738009,1
"NCGOL_N.Berkeley , 508 N Berkeley Blvd , Goldsboro , NC , 27534",35.3745497,-77.9443943,Zips Car Wash,0.815675953866599,1
"NCHOL_GrandHill , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,Zips Car Wash,2.06231510091684,2
"New Shackle Island , 271 New Shackle Island Rd , Hendersonville , TN , 37075",36.3184762,-86.6253516,Champion Car Wash,1.65870560165197,2
"North Deland , 104 E International Speedway Blvd , DeLand , FL , 32724",29.0539905,-81.3026516,Scrubbles Express Wash,0.555885075697979,1
"North Port CW , 14164 Tamiami Trail , North Port , FL , 34287",27.043727,-82.2395995,North Port Car Wash,1.5279783499656,1
"OCTOPUS CAR WASH , 1050 W Beta St , Green Valley , AZ , 85614",31.9024319,-110.9867705,Village Car Wash AZ,0.716198702902921,1
"Ocala -Silver Springs , 4956 E Silver Springs Blvd , Ocala , FL , 34470",29.2100496,-82.0658882,Caliber Car Wash,0.148455895315433,1
"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",39.8715564,-105.0241903,Ocean Express Car Wash,1.75103272902242,4
"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,LUV Car Wash,0.344998454656048,2
"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",37.8755239,-87.5672191,Ollie Wash Henderson,1.32079032428821,1
"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",37.7343692,-87.1206966,Ollie Wash,1.00718452714326,2
"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",28.9337218,-81.2984532,LUV Car Wash,1.80432836025188,1
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",41.01523,-92.456148,Champion Xpress Carwash,0.189631641637664,1
"Oxford , 1826 US-78 , Oxford , AL , 36203",33.5957609,-85.8750204,Oxford Super Wash,,0
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",39.5053791,-121.5444403,Pastime Auto Wash Express,1.75779564994058,1
"Palatka , 812 FL-19 , Palatka , FL , 32177",29.6401112,-81.6772984,Caliber Car Wash,0.246828675935608,1
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",29.4772142,-81.1809069,LUV Car Wash,,0
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",34.53198,-82.6963294,Papa Bear Car Wash,1.85782089895866,2
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",34.8261114,-82.5618856,Papa Bear Car Wash,0.719629870684187,1
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",33.8474699,-84.6095148,Paradise Falls Car Wash Austell,1.41606916757979,2
"Pat's NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",28.0044428,-81.7177581,Pat’s Nustar Car Wash,0.369709393926459,3
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",32.8194376,-86.6104121,Peachy Clean Car Wash,0.178822635059686,1
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",27.8321463,-80.4806875,Pelican Express Car Wash,0.172475394012768,1
"Peppy's Car Wash , 101 W University Pkwy , Jackson , TN , 38305",35.6963252,-88.8329326,Parrot's Car Wash,2.22086675184497,1
"Peppy's Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",36.4164336,-89.0730822,Parrot's Car Wash,0.444597820273669,1
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",32.497545,-85.0446581,Caliber Car Wash,0.280838184961452,1
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",35.339245,-77.919017,Pirates Cove Carwash - Goldsboro,3.57648983093198,1
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",42.813419,-71.1021821,Haffner's Car Wash,,0
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",29.8652652,-81.2982865,GATE Express Car Wash,1.71191836155448,1
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",45.4599517,-98.4546109,Platinum Auto Spa,0.917159727676142,1
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",34.1057206,-84.5433192,N/A,,0
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",32.1370935,-81.2545339,LUV Car Wash,0.786921973027681,1
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",32.4883669,-95.3982816,Precision Express Car Wash,1.1197283456211,1
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",38.3143963,-85.5627054,Prestige Express Car Wash,1.36169108567712,1
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",38.219339,-104.638418,Champion Xpress Carwash,1.67606168148693,1
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",31.242485,-90.4795296,Pure Car Wash,1.49838528080089,1
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",35.8632117,-83.5282174,Quick Jet Car Wash,3.05466169787159,2
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",42.889469,-70.872266,Raccoon Express $5 Car Wash,0.45763258374177,1
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",42.8466008,-73.9416205,Raindancer Car Wash,0.365003425691578,1
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",34.3438549,-86.5015317,Bubbles Express Car Wash,0.162761902103039,1
"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",34.6176307,-86.5687864,Bubbles Express Car Wash,0.172021845861029,1
"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",40.9240907,-72.6984365,"Absolute Detailing Concepts, Inc",,0
"ROCK & ROLL CW , 8320 W Judge Perez Dr , Chalmette , LA , 70043",29.9531318,-89.9797697,Rock & Roll Car Wash,0.481412034804977,2
"Radiant Apollo Beach , 6576 US Hwy 41 , Apollo Beach , FL , 33572",27.7731377,-82.3902847,Radiant Express Car Wash,,0
"Radiant Auburndale , 2049 US-92 , Auburndale , FL , 33823",28.0573484,-81.8121995,Radiant Express Car Wash,0.261886251890534,1
"Radiant Land O' Lakes , 4230 Land O' Lakes Blvd , Land O' Lakes , FL , 34639",28.2424856,-82.4427769,N/A,,0
"Radiant Poinciana , 925 Cypress Pkwy , Kissimmee , FL , 34759",28.1481414,-81.4462145,Radiant Express Car Wash,0.369826398603981,1
"Radiant Spring Hill , 7104 Mariner Blvd , Spring Hill , FL , 34609",28.5308742,-82.5110397,Radiant Express Car Wash,0.330144083590045,1
"Radiant Zephyrhills , 7575 Gall Blvd , Zephyrhills , FL , 33541",28.2677868,-82.1889848,Radiant Express Car Wash,0.163068458403126,1
"Rio Rancho North , 507 NM-528 NE , Rio Rancho , NM , 87144",35.2668562,-106.6276302,Champion Xpress Carwash,4.36663298996519,3
"Riptide Dallas , 1001 Dallas Cherryville Hwy , Dallas , NC , 28034",35.3153389,-81.189865,The RipTide Car Wash,4.29883273138534,1
"Riptide Durham , 3639 Durham-Chapel Hill Blvd , Durham , NC , 27707",35.97045,-78.9507861,The RipTide Car Wash & Detail Center,2.89609337405189,1
"Riptide Gastonia , 3711 E Franklin Blvd , Gastonia , NC , 28056",35.2572225,-81.1140765,The RipTide Car Wash,0.674258967424729,2
"Riptide Neuse , 13150 Falls of Neuse Rd , Raleigh , NC , 27614",35.9412871,-78.5612498,The RipTide Car Wash,1.65053681923681,2
"Riptide Spring Lake , 1101 N Bragg Blvd , Spring Lake , NC , 28390",35.1804403,-78.9818916,The RipTide Car Wash,0.983929264225134,1
"Riverside Ionia , 1370 S State Rd , Ionia , MI , 48846",42.9685416,-85.0698982,Riverside Auto Wash,1.82216916546534,1
"Riverside Lowell , 1941 W Main St , Lowell , MI , 49331",42.931854,-85.3592788,Riverside Auto Wash,,0
"Road Runner Express #2 , 101 Market Center Way , Daleville , VA , 24083",37.4169786,-79.9111846,Road Runner Express,,0
"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",37.351769,-79.2267214,Road Runner Express,2.27545073090275,2
"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",42.8556672,-88.3274265,Roadrunner Express Car Wash & Oil Change,0.658838133907609,1
"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",42.9485381,-88.1097854,Roadrunner Express Car Wash & Oil Change,1.52577590773851,3
"Rocket Wash Foothills , 3985 US-421 , Wilkesboro , NC , 28697",36.1493091,-81.2308643,Rocket Wash Express,2.04709694000431,1
"Rocket Wash Mebane , 211 Fieldale Rd , Mebane , NC , 27302",36.0759804,-79.2749994,Rocket Wash Express,0.634537711158857,1
"Rocket Wash Rome , 694 Braves Blvd NE , Rome , GA , 30161",34.2837964,-85.1672328,Rocket Wash,3.63181621829225,2
"Rocket Wash Wilkesboro , 1846 US-421 , Wilkesboro , NC , 28697",36.1506819,-81.1992276,Rocket Wash Express,0.33803027404041,1
"Rockmart , 1931 Nathan Dean Pkwy , Rockmart , GA , 30153",34.0092289,-85.0306115,Mach-1 Express Wash of Rockmart,0.161524014632883,1
"Rocks Edge , 116 Carmel Dr , King , NC , 27021",36.2624481,-80.365563,Rocks Edge Express Wash,0.234991123028262,1
"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",42.4311527,-123.318906,Rogue Carwash,0.896830774284507,1
"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",40.312316,-76.585092,Rolling Thunder Express Car Wash,1.3948867108099,1
"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",30.1588835,-81.8357776,LUV Car Wash,3.67493074503324,2
"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",42.0997802,-71.5037789,N/A,,0
"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",39.5216905,-107.7771586,"Rub a Dub Car Wash - Rifle, CO",0.549579641549103,1
"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",35.2778085,-93.1033689,Splash Car Wash,0.194800107429792,1
"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",41.3346732,-73.0831786,7 days car wash,,0
"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",35.6427019,-106.0134847,Squeaky Clean Car Wash,1.89736445599721,1
"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",64.8515089,-147.6945971,Splash & Dash East,0.377181900725024,1
"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",35.8956029,-94.9762402,Super spray Car Wash II,0.533756732845128,1
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Superior Mermaid Car Wash & Lube,2.71531195988461,1
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Superior Tomball Car Wash,0.35119990232766,2
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,Scrubbles Car Wash,2.54921008366128,1
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,LUV Car Wash,1.56726156921497,2
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,Champion Xpress Carwash,1.67070653443804,1
"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",43.057525,-73.7870143,Saratoga Honda Car Wash,3.74092559365333,1
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",32.3740716,-96.8662375,Scarborough Car Wash,3.37988584923836,1
"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",44.53489,-73.249658,Seaway Car Wash,,0
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,Seaway Carwash and Detail Center,,0
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,Seaway Carwash and Detail Center,,0
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,Century Express Carwash,1.11322674794906,1
"Sherwood - E Kiehl Ave , 3610 E Kiehl Ave , Sherwood , AR , 72120",34.8316898,-92.1924256,Splash Car Wash,2.57067188627886,2
"Shortman Car Wash , 1001 N Main St , Miami , OK , 74354",36.8867079,-94.8779151,Let’s Go Car Wash,1.23961785550959,1
"Silver City , 1870 US-180 , Silver City , NM , 88061",32.7861869,-108.2554652,Champion Xpress Carwash,0.505405587024565,1
"Smitty's Car Wash Fredericksburg , 513 S Adams St , Fredericksburg , TX , 78624",30.2686406,-98.8775051,Smitty's Car Wash,1.77441583131014,1
"Smitty's Car Wash Greenville , 6112 Wesley St , Greenville , TX , 75402",33.1078395,-96.1100705,Smitty's Car Wash,1.00501182010528,1
"Smitty's Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",30.0424562,-99.1448947,Smitty’s Car Wash,1.9503560499,1
"Smitty's Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",32.4668192,-95.3857957,Smitty's Car Wash,0.552808271741604,1
"Smitty's Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",31.3147004,-94.7281932,Smitty's Car Wash,1.0477511291022,1
"Smitty's Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",32.5568335,-94.3493365,Smitty's Car Wash,0.238082648802609,1
"Smitty's Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",33.1746057,-96.4854304,N/A,,0
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",32.3327117,-96.619208,Snap Clean Car Wash,0.113477475454113,1
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",37.56632,-84.3109343,Soak City Car Wash,0.113528513327046,1
"Soapy J's , 626 Norh 12 Street , Middlesboro , KY , 40965",36.6144347,-83.7027468,Soapy J's Express Car Wash,0.603047790397193,1
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",42.0599321,-72.6756952,Soapy Noble,3.73150239071676,1
"Soapy Nobles 76 N Rd East Windsor CT , 76 N Rd , East Windsor , CT , 6088",41.9319611,-72.5918196,Soapy Noble,1.21376489106377,1
"Soapy Sam's , 15046 IN-23 , Granger , IN , 46530",41.7324112,-86.15926,Soapy Sam's Car Wash,1.64896342978549,1
"Soggy Dog CW , 714 Ritter Dr , Glen Morgan , WV , 25813",37.7497066,-81.1410774,Soggy Dog Car Wash,4.32222584910674,2
"Sonic Suds Simpsonville , 703 SE Main St , Simpsonville , SC , 29681",34.7219085,-82.252667,Sonic Suds Express Car Wash,0.677197512496741,1
"South Deland , 1810 S Woodland Blvd , DeLand , FL , 32720",28.9965731,-81.3032381,LUV Car Wash,4.52590754935984,1
"Southaven , 1101 Church Rd W , Southaven , MS , 38671",34.9330158,-90.0089691,Century Express Carwash - Southaven,2.01262769736473,2
"Spectacular 1830 , 1830 E. Hwy 80 , Somerset , KY , 42503",37.1011409,-84.5898025,Spectacular Carwash,2.91586925801534,1
"Spectacular 1990 , 1990 Oak Hill Road , Somerset , KY , 42503",37.0579482,-84.6462024,Spectacular Carwash,1.45968661215064,1
"Spectacular 954 , 954 US-27 , Somerset , KY , 42501",36.9524362,-84.5786258,N/A,,0
"Speedy Pete's Car Wash , 1205 Maxwell Blvd , Ruston , LA , 71270",32.541285,-92.633638,Speedy Pete's Car Wash,0.551310174775409,1
"Splash Brothers Wolfforth , 716 Donald Preston Dr , Wolfforth , TX , 79382",33.52042,-102.0038528,Splash Bros Xpress Car Wash,2.81103872575689,1
"Splash Hopper Express , 863 Western Bypass , Andalusia , AL , 36420",31.2980899,-86.499031,Splash Hopper Express Wash,3.57686679256788,1
"Splash N Foam , 705 Fannin St , George West , TX , 78022",28.3306261,-98.1165219,Splash 'N' Foam Car Wash,,0
"Suds Bucket Wash , 615 landmark Point Blvd. Suite B , Gray , GA , 31032",32.9897907,-83.5691835,Suds Bucket Car Wash,,0
"Suds Deluxe Kyle , 18810 IH 35 , Kyle , TX , 78640",30.0342462,-97.847338,Suds Deluxe Car Wash,1.80135533971444,2
"Sudzy's Car Wash , 2624 Anderson Hwy , Powhatan , VA , 23139",37.5243866,-77.8264842,Flagstop Car Wash,2.81717607195167,1
